"doctor_id","clinic_id","doctor_name","doctor_gender","doctor_specialty","doctor_consultation_fee"
"DOC001587","CLN00042","dr. Leo Halimah","L","Umum",50000
"DOC001588","CLN00044","dr. Leo Halimah","L","Umum",50000
"DOC001589","CLN00048","dr. Leo Halimah","L","Umum",50000
"DOC001590","CLN00049","dr. Leo Halimah","L","Umum",50000
"DOC001591","CLN00001","dr. Lidya Mayasari, Sp.PD","P","Penyakit Dalam",80000
"DOC001592","CLN00026","dr. Lidya Natsir","P","Umum",50000
"DOC001593","CLN00001","dr. Lidya Purwanti","P","Umum",50000
"DOC001594","CLN00002","dr. Lidya Purwanti","P","Umum",50000
"DOC001595","CLN00084","dr. Lidya Puspita, Sp.OG","P","Obgyn",1e+05
"DOC001596","CLN00085","dr. Lidya Puspita, Sp.OG","P","Obgyn",1e+05
"DOC001597","CLN00086","dr. Lidya Puspita, Sp.OG","P","Obgyn",1e+05
"DOC001598","CLN00033","dr. Lidya Wastuti","P","Umum",60000
"DOC001599","CLN00034","dr. Lidya Wastuti","P","Umum",60000
"DOC001600","CLN00035","dr. Lidya Wastuti","P","Umum",60000
"DOC001601","CLN00036","dr. Lidya Wastuti","P","Umum",60000
"DOC001602","CLN00037","dr. Lidya Wastuti","P","Umum",60000
"DOC001603","CLN00039","dr. Lidya Wastuti","P","Umum",60000
"DOC001604","CLN00019","dr. Lili Setiawan","P","Umum",50000
"DOC001605","CLN00020","dr. Lili Setiawan","P","Umum",50000
"DOC001606","CLN00021","dr. Lili Setiawan","P","Umum",50000
"DOC001607","CLN00042","dr. Lili Setiawan","P","Umum",50000
"DOC001608","CLN00047","dr. Lili Setiawan","P","Umum",50000
"DOC001609","CLN00048","dr. Lili Setiawan","P","Umum",50000
"DOC001610","CLN00059","dr. Lili Yulianti","P","Umum",50000
"DOC001611","CLN00061","dr. Lili Yulianti","P","Umum",50000
"DOC001612","CLN00005","dr. Liman Mulyani","L","Umum",60000
"DOC001613","CLN00006","dr. Liman Mulyani","L","Umum",60000
"DOC001614","CLN00008","dr. Liman Mulyani","L","Umum",60000
"DOC001615","CLN00064","dr. Limar Hidayat, Sp.KK","L","Kulit & Kelamin",80000
"DOC001616","CLN00065","dr. Limar Hidayat, Sp.KK","L","Kulit & Kelamin",80000
"DOC001617","CLN00066","dr. Limar Hidayat, Sp.KK","L","Kulit & Kelamin",80000
"DOC001618","CLN00067","dr. Limar Hidayat, Sp.KK","L","Kulit & Kelamin",80000
"DOC001619","CLN00019","dr. Lintang Anggriawan, Sp.PD","P","Penyakit Dalam",80000
"DOC001620","CLN00020","dr. Lintang Anggriawan, Sp.PD","P","Penyakit Dalam",80000
"DOC001621","CLN00021","dr. Lintang Anggriawan, Sp.PD","P","Penyakit Dalam",80000
"DOC001622","CLN00015","dr. Luhung Marpaung, Sp.THT","L","THT",80000
"DOC001623","CLN00016","dr. Luhung Marpaung, Sp.THT","L","THT",80000
"DOC001624","CLN00017","dr. Luhung Marpaung, Sp.THT","L","THT",80000
"DOC001625","CLN00018","dr. Luhung Marpaung, Sp.THT","L","THT",80000
"DOC001626","CLN00011","dr. Luhung Suwarno","L","Umum",50000
"DOC001627","CLN00012","dr. Luhung Suwarno","L","Umum",50000
"DOC001628","CLN00014","dr. Luhung Suwarno","L","Umum",50000
"DOC001629","CLN00062","dr. Lukita Yuliarti, Sp.PD","L","Penyakit Dalam",80000
"DOC001630","CLN00063","dr. Lukita Yuliarti, Sp.PD","L","Penyakit Dalam",80000
"DOC001631","CLN00081","dr. Lukman Purwanti","L","Umum",50000
"DOC001632","CLN00019","dr. Lukman Santoso","L","Umum",50000
"DOC001633","CLN00020","dr. Lukman Santoso","L","Umum",50000
"DOC001634","CLN00021","dr. Lukman Santoso","L","Umum",50000
"DOC001635","CLN00015","dr. Luluh Prasasta, Sp.THT","L","THT",80000
"DOC001636","CLN00016","dr. Luluh Prasasta, Sp.THT","L","THT",80000
"DOC001637","CLN00017","dr. Luluh Prasasta, Sp.THT","L","THT",80000
"DOC001638","CLN00018","dr. Luluh Prasasta, Sp.THT","L","THT",80000
"DOC001639","CLN00033","dr. Luluh Tamba, Sp.A","L","Anak",1e+05
"DOC001640","CLN00034","dr. Luluh Tamba, Sp.A","L","Anak",1e+05
"DOC001641","CLN00035","dr. Luluh Tamba, Sp.A","L","Anak",1e+05
"DOC001642","CLN00036","dr. Luluh Tamba, Sp.A","L","Anak",1e+05
"DOC001643","CLN00039","dr. Luluh Tamba, Sp.A","L","Anak",1e+05
"DOC001644","CLN00087","dr. Lulut Mandasari, Sp.PD","L","Penyakit Dalam",80000
"DOC001645","CLN00085","dr. Lurhur Sinaga","L","Umum",50000
"DOC001646","CLN00087","dr. Lurhur Sinaga","L","Umum",50000
"DOC001647","CLN00071","dr. Lurhur Wijaya, Sp.KK","L","Kulit & Kelamin",1e+05
"DOC001648","CLN00072","dr. Lurhur Wijaya, Sp.KK","L","Kulit & Kelamin",1e+05
"DOC001649","CLN00073","dr. Lurhur Wijaya, Sp.KK","L","Kulit & Kelamin",1e+05
"DOC001650","CLN00074","dr. Lurhur Wijaya, Sp.KK","L","Kulit & Kelamin",1e+05
"DOC001651","CLN00076","dr. Lurhur Wijaya, Sp.KK","L","Kulit & Kelamin",1e+05
"DOC001652","CLN00077","dr. Lurhur Wijaya, Sp.KK","L","Kulit & Kelamin",1e+05
"DOC001653","CLN00078","dr. Lurhur Wijaya, Sp.KK","L","Kulit & Kelamin",1e+05
"DOC001654","CLN00079","dr. Lurhur Wijaya, Sp.KK","L","Kulit & Kelamin",1e+05
"DOC001655","CLN00057","dr. Lutfan Nainggolan","L","Umum",50000
"DOC001656","CLN00058","dr. Lutfan Nainggolan","L","Umum",50000
"DOC001657","CLN00033","dr. Luwes Rajata, Sp.KK","L","Kulit & Kelamin",110000
"DOC001658","CLN00034","dr. Luwes Rajata, Sp.KK","L","Kulit & Kelamin",110000
"DOC001659","CLN00035","dr. Luwes Rajata, Sp.KK","L","Kulit & Kelamin",110000
"DOC001660","CLN00036","dr. Luwes Rajata, Sp.KK","L","Kulit & Kelamin",110000
"DOC001661","CLN00037","dr. Luwes Rajata, Sp.KK","L","Kulit & Kelamin",110000
"DOC001662","CLN00038","dr. Luwes Rajata, Sp.KK","L","Kulit & Kelamin",110000
"DOC001663","CLN00039","dr. Luwes Rajata, Sp.KK","L","Kulit & Kelamin",110000
"DOC001664","CLN00040","dr. Luwes Rajata, Sp.KK","L","Kulit & Kelamin",110000
"DOC001665","CLN00062","dr. Mahesa Suryatmi, Sp.OG","L","Obgyn",1e+05
"DOC001666","CLN00063","dr. Mahesa Suryatmi, Sp.OG","L","Obgyn",1e+05
"DOC001667","CLN00068","dr. Mahfud Maheswara","L","Umum",50000
"DOC001668","CLN00062","dr. Maida Oktaviani, Sp.KK","P","Kulit & Kelamin",80000
"DOC001669","CLN00063","dr. Maida Oktaviani, Sp.KK","P","Kulit & Kelamin",80000
"DOC001670","CLN00085","dr. Maida Padmasari, Sp.PD","P","Penyakit Dalam",80000
"DOC001671","CLN00019","dr. Mala Lailasari","P","Umum",50000
"DOC001672","CLN00020","dr. Mala Lailasari","P","Umum",50000
"DOC001673","CLN00021","dr. Mala Lailasari","P","Umum",50000
"DOC001674","CLN00062","dr. Mala Rahimah","P","Umum",50000
"DOC001675","CLN00022","dr. Mala Usada","P","Umum",50000
"DOC001676","CLN00052","dr. Malika Pratiwi, Sp.OG","P","Obgyn",110000
"DOC001677","CLN00053","dr. Malika Pratiwi, Sp.OG","P","Obgyn",110000
"DOC001678","CLN00054","dr. Malika Pratiwi, Sp.OG","P","Obgyn",110000
"DOC001679","CLN00055","dr. Malika Pratiwi, Sp.OG","P","Obgyn",110000
"DOC001680","CLN00056","dr. Malika Pratiwi, Sp.OG","P","Obgyn",110000
"DOC001681","CLN00001","dr. Maman Ramadan","L","Umum",50000
"DOC001682","CLN00002","dr. Maman Ramadan","L","Umum",50000
"DOC001683","CLN00071","dr. Manah Ardianto","L","Umum",60000
"DOC001684","CLN00073","dr. Manah Ardianto","L","Umum",60000
"DOC001685","CLN00075","dr. Manah Ardianto","L","Umum",60000
"DOC001686","CLN00057","dr. Manah Susanti, Sp.OG","L","Obgyn",1e+05
"DOC001687","CLN00063","dr. Maras Prasasta","L","Umum",50000
"DOC001688","CLN00015","dr. Maria Prastuti, Sp.KK","P","Kulit & Kelamin",80000
"DOC001689","CLN00016","dr. Maria Prastuti, Sp.KK","P","Kulit & Kelamin",80000
"DOC001690","CLN00018","dr. Maria Prastuti, Sp.KK","P","Kulit & Kelamin",80000
"DOC001691","CLN00033","dr. Maria Riyanti, Sp.OG","P","Obgyn",130000
"DOC001692","CLN00034","dr. Maria Riyanti, Sp.OG","P","Obgyn",130000
"DOC001693","CLN00035","dr. Maria Riyanti, Sp.OG","P","Obgyn",130000
"DOC001694","CLN00036","dr. Maria Riyanti, Sp.OG","P","Obgyn",130000
"DOC001695","CLN00037","dr. Maria Riyanti, Sp.OG","P","Obgyn",130000
"DOC001696","CLN00038","dr. Maria Riyanti, Sp.OG","P","Obgyn",130000
"DOC001697","CLN00039","dr. Maria Riyanti, Sp.OG","P","Obgyn",130000
"DOC001698","CLN00040","dr. Maria Riyanti, Sp.OG","P","Obgyn",130000
"DOC001699","CLN00015","dr. Maria Widiastuti","P","Umum",50000
"DOC001700","CLN00018","dr. Maria Widiastuti","P","Umum",50000
"DOC001701","CLN00015","dr. Mariadi Hastuti, Sp.PD","L","Penyakit Dalam",80000
"DOC001702","CLN00016","dr. Mariadi Hastuti, Sp.PD","L","Penyakit Dalam",80000
"DOC001703","CLN00017","dr. Mariadi Hastuti, Sp.PD","L","Penyakit Dalam",80000
"DOC001704","CLN00012","dr. Mariadi Mangunsong","L","Umum",50000
"DOC001705","CLN00013","dr. Mariadi Mangunsong","L","Umum",50000
"DOC001706","CLN00001","dr. Mariadi Padmasari","L","Umum",50000
"DOC001707","CLN00057","dr. Mariadi Wijayanti","L","Umum",50000
"DOC001708","CLN00058","dr. Mariadi Wijayanti","L","Umum",50000
"DOC001709","CLN00050","dr. Martaka Pudjiastuti, Sp.PD","L","Penyakit Dalam",80000
"DOC001710","CLN00002","dr. Martana Saefullah, Sp.A","L","Anak",80000
"DOC001711","CLN00064","dr. Martana Thamrin, Sp.A","L","Anak",80000
"DOC001712","CLN00066","dr. Martana Thamrin, Sp.A","L","Anak",80000
"DOC001713","CLN00080","dr. Maryanto Haryanti, Sp.A","L","Anak",80000
"DOC001714","CLN00081","dr. Maryanto Haryanti, Sp.A","L","Anak",80000
"DOC001715","CLN00083","dr. Maryanto Haryanti, Sp.A","L","Anak",80000
"DOC001716","CLN00019","dr. Maryanto Utama","L","Umum",50000
"DOC001717","CLN00020","dr. Maryanto Utama","L","Umum",50000
"DOC001718","CLN00001","dr. Maya Nainggolan","P","Umum",50000
"DOC001719","CLN00002","dr. Maya Nainggolan","P","Umum",50000
"DOC001720","CLN00001","dr. Melinda Prastuti, Sp.A","P","Anak",80000
"DOC001721","CLN00002","dr. Melinda Prastuti, Sp.A","P","Anak",80000
"DOC001722","CLN00084","dr. Melinda Sitorus","P","Umum",50000
"DOC001723","CLN00085","dr. Melinda Sitorus","P","Umum",50000
"DOC001724","CLN00033","dr. Michelle Simanjuntak","P","Umum",60000
"DOC001725","CLN00034","dr. Michelle Simanjuntak","P","Umum",60000
"DOC001726","CLN00035","dr. Michelle Simanjuntak","P","Umum",60000
"DOC001727","CLN00036","dr. Michelle Simanjuntak","P","Umum",60000
"DOC001728","CLN00037","dr. Michelle Simanjuntak","P","Umum",60000
"DOC001729","CLN00039","dr. Michelle Simanjuntak","P","Umum",60000
"DOC001730","CLN00056","dr. Michelle Susanti","P","Umum",60000
"DOC001731","CLN00028","dr. Mujur Sihombing, Sp.THT","L","THT",80000
"DOC001732","CLN00029","dr. Mujur Sihombing, Sp.THT","L","THT",80000
"DOC001733","CLN00030","dr. Mujur Sihombing, Sp.THT","L","THT",80000
"DOC001734","CLN00031","dr. Mujur Sihombing, Sp.THT","L","THT",80000
"DOC001735","CLN00032","dr. Mujur Sihombing, Sp.THT","L","THT",80000
"DOC001736","CLN00015","dr. Mulya Uyainah, Sp.THT","L","THT",80000
"DOC001737","CLN00016","dr. Mulya Uyainah, Sp.THT","L","THT",80000
"DOC001738","CLN00018","dr. Mulya Uyainah, Sp.THT","L","THT",80000
"DOC001739","CLN00056","dr. Mulyanto Hutasoit","L","Umum",60000
"DOC001740","CLN00070","dr. Mumpuni Hidayat","L","Umum",50000
"DOC001741","CLN00068","dr. Mumpuni Pranowo","L","Umum",50000
"DOC001742","CLN00070","dr. Mumpuni Pranowo","L","Umum",50000
"DOC001743","CLN00011","dr. Muni Iswahyudi","L","Umum",50000
"DOC001744","CLN00012","dr. Muni Iswahyudi","L","Umum",50000
"DOC001745","CLN00014","dr. Muni Iswahyudi","L","Umum",50000
"DOC001746","CLN00047","dr. Muni Riyanti, Sp.A","L","Anak",80000
"DOC001747","CLN00049","dr. Muni Riyanti, Sp.A","L","Anak",80000
"DOC001748","CLN00004","dr. Mursinin Suwarno","L","Umum",50000
"DOC001749","CLN00050","dr. Mursinin Wijayanti","L","Umum",50000
"DOC001750","CLN00042","dr. Mustofa Hidayat","L","Umum",50000
"DOC001751","CLN00045","dr. Mustofa Hidayat","L","Umum",50000
"DOC001752","CLN00048","dr. Mustofa Hidayat","L","Umum",50000
"DOC001753","CLN00019","dr. Mustofa Iswahyudi, Sp.THT","L","THT",80000
"DOC001754","CLN00020","dr. Mustofa Iswahyudi, Sp.THT","L","THT",80000
"DOC001755","CLN00021","dr. Mustofa Iswahyudi, Sp.THT","L","THT",80000
"DOC001756","CLN00002","dr. Mutia Sitorus, Sp.OG","P","Obgyn",1e+05
"DOC001757","CLN00002","dr. Nabila Lestari","P","Umum",50000
"DOC001758","CLN00001","dr. Nabila Suryono, Sp.THT","P","THT",80000
"DOC001759","CLN00002","dr. Nabila Suryono, Sp.THT","P","THT",80000
"DOC001760","CLN00023","dr. Nadia Lailasari, Sp.THT","P","THT",80000
"DOC001761","CLN00024","dr. Nadia Lailasari, Sp.THT","P","THT",80000
"DOC001762","CLN00025","dr. Nadia Lailasari, Sp.THT","P","THT",80000
"DOC001763","CLN00026","dr. Nadia Lailasari, Sp.THT","P","THT",80000
"DOC001764","CLN00069","dr. Nadine Tamba, Sp.A","P","Anak",80000
"DOC001765","CLN00070","dr. Nadine Tamba, Sp.A","P","Anak",80000
"DOC001766","CLN00004","dr. Najam Nababan","L","Umum",50000
"DOC001767","CLN00071","dr. Najib Halimah","L","Umum",60000
"DOC001768","CLN00073","dr. Najib Halimah","L","Umum",60000
"DOC001769","CLN00075","dr. Najib Halimah","L","Umum",60000
"DOC001770","CLN00076","dr. Najib Halimah","L","Umum",60000
"DOC001771","CLN00079","dr. Najib Halimah","L","Umum",60000
"DOC001772","CLN00031","dr. Najib Lestari, Sp.PD","L","Penyakit Dalam",80000
"DOC001773","CLN00054","dr. Najib Prasasta","L","Umum",60000
"DOC001774","CLN00056","dr. Najib Prasasta","L","Umum",60000
"DOC001775","CLN00057","dr. Najib Sitompul","L","Umum",50000
"DOC001776","CLN00033","dr. Najib Sudiati, Sp.OG","L","Obgyn",130000
"DOC001777","CLN00034","dr. Najib Sudiati, Sp.OG","L","Obgyn",130000
"DOC001778","CLN00035","dr. Najib Sudiati, Sp.OG","L","Obgyn",130000
"DOC001779","CLN00036","dr. Najib Sudiati, Sp.OG","L","Obgyn",130000
"DOC001780","CLN00037","dr. Najib Sudiati, Sp.OG","L","Obgyn",130000
"DOC001781","CLN00038","dr. Najib Sudiati, Sp.OG","L","Obgyn",130000
"DOC001782","CLN00039","dr. Najib Sudiati, Sp.OG","L","Obgyn",130000
"DOC001783","CLN00040","dr. Najib Sudiati, Sp.OG","L","Obgyn",130000
"DOC001784","CLN00062","dr. Najwa Irawan","P","Umum",50000
"DOC001785","CLN00063","dr. Najwa Irawan","P","Umum",50000
"DOC001786","CLN00012","dr. Nalar Putra","L","Umum",50000
"DOC001787","CLN00013","dr. Nalar Putra","L","Umum",50000
"DOC001788","CLN00019","dr. Naradi Firgantoro","L","Umum",50000
"DOC001789","CLN00020","dr. Naradi Firgantoro","L","Umum",50000
"DOC001790","CLN00021","dr. Naradi Firgantoro","L","Umum",50000
"DOC001791","CLN00028","dr. Naradi Mardhiyah, Sp.PD","L","Penyakit Dalam",80000
"DOC001792","CLN00019","dr. Nardi Kuswoyo, Sp.A","L","Anak",80000
"DOC001793","CLN00084","dr. Narji Aryani","L","Umum",50000
"DOC001794","CLN00085","dr. Narji Aryani","L","Umum",50000
"DOC001795","CLN00003","dr. Narji Natsir","L","Umum",50000
"DOC001796","CLN00004","dr. Narji Natsir","L","Umum",50000
"DOC001797","CLN00011","dr. Nasab Salahudin, Sp.KK","L","Kulit & Kelamin",80000
"DOC001798","CLN00012","dr. Nasab Salahudin, Sp.KK","L","Kulit & Kelamin",80000
"DOC001799","CLN00013","dr. Nasab Salahudin, Sp.KK","L","Kulit & Kelamin",80000
"DOC001800","CLN00014","dr. Nasab Salahudin, Sp.KK","L","Kulit & Kelamin",80000
"DOC001801","CLN00057","dr. Natalia Hidayat","P","Umum",50000
"DOC001802","CLN00001","dr. Natalia Lestari, Sp.PD","P","Penyakit Dalam",80000
"DOC001803","CLN00002","dr. Natalia Lestari, Sp.PD","P","Penyakit Dalam",80000
"DOC001804","CLN00051","dr. Nilam Prasetyo","P","Umum",50000
"DOC001805","CLN00084","dr. Nilam Sitorus, Sp.OG","P","Obgyn",1e+05
"DOC001806","CLN00085","dr. Nilam Sitorus, Sp.OG","P","Obgyn",1e+05
"DOC001807","CLN00086","dr. Nilam Sitorus, Sp.OG","P","Obgyn",1e+05
"DOC001808","CLN00087","dr. Nilam Sitorus, Sp.OG","P","Obgyn",1e+05
"DOC001809","CLN00003","dr. Niyaga Pratiwi, Sp.THT","L","THT",80000
"DOC001810","CLN00004","dr. Niyaga Pratiwi, Sp.THT","L","THT",80000
"DOC001811","CLN00080","dr. Niyaga Putra","L","Umum",50000
"DOC001812","CLN00022","dr. Nova Hidayat","P","Umum",50000
"DOC001813","CLN00025","dr. Nova Hidayat","P","Umum",50000
"DOC001814","CLN00057","dr. Nova Wastuti","P","Umum",50000
"DOC001815","CLN00062","dr. Novi Namaga, Sp.PD","P","Penyakit Dalam",80000
"DOC001816","CLN00063","dr. Novi Namaga, Sp.PD","P","Penyakit Dalam",80000
"DOC001817","CLN00028","dr. Nugraha Hartati","L","Umum",50000
"DOC001818","CLN00030","dr. Nugraha Hartati","L","Umum",50000
"DOC001819","CLN00032","dr. Nugraha Hartati","L","Umum",50000
"DOC001820","CLN00050","dr. Nugraha Prastuti","L","Umum",50000
"DOC001821","CLN00051","dr. Nugraha Prastuti","L","Umum",50000
"DOC001822","CLN00012","dr. Nurul Hutapea","P","Umum",50000
"DOC001823","CLN00013","dr. Nurul Hutapea","P","Umum",50000
"DOC001824","CLN00015","dr. Nurul Utama","P","Umum",50000
"DOC001825","CLN00016","dr. Nurul Utama","P","Umum",50000
"DOC001826","CLN00017","dr. Nurul Utama","P","Umum",50000
"DOC001827","CLN00073","dr. Nurul Yuniar","P","Umum",60000
"DOC001828","CLN00074","dr. Nurul Yuniar","P","Umum",60000
"DOC001829","CLN00075","dr. Nurul Yuniar","P","Umum",60000
"DOC001830","CLN00076","dr. Nurul Yuniar","P","Umum",60000
"DOC001831","CLN00079","dr. Nurul Yuniar","P","Umum",60000
"DOC001832","CLN00084","dr. Nyoman Ardianto, Sp.OG","L","Obgyn",1e+05
"DOC001833","CLN00085","dr. Nyoman Ardianto, Sp.OG","L","Obgyn",1e+05
"DOC001834","CLN00086","dr. Nyoman Ardianto, Sp.OG","L","Obgyn",1e+05
"DOC001835","CLN00087","dr. Nyoman Ardianto, Sp.OG","L","Obgyn",1e+05
"DOC001836","CLN00028","dr. Nyoman Januar, Sp.OG","L","Obgyn",1e+05
"DOC001837","CLN00029","dr. Nyoman Januar, Sp.OG","L","Obgyn",1e+05
"DOC001838","CLN00030","dr. Nyoman Januar, Sp.OG","L","Obgyn",1e+05
"DOC001839","CLN00005","dr. Nyoman Sudiati, Sp.OG","L","Obgyn",110000
"DOC001840","CLN00006","dr. Nyoman Sudiati, Sp.OG","L","Obgyn",110000
"DOC001841","CLN00007","dr. Nyoman Sudiati, Sp.OG","L","Obgyn",110000
"DOC001842","CLN00008","dr. Nyoman Sudiati, Sp.OG","L","Obgyn",110000
"DOC001843","CLN00009","dr. Nyoman Sudiati, Sp.OG","L","Obgyn",110000
"DOC001844","CLN00010","dr. Nyoman Sudiati, Sp.OG","L","Obgyn",110000
"DOC001845","CLN00019","dr. Okta Namaga, Sp.OG","L","Obgyn",1e+05
"DOC001846","CLN00020","dr. Okta Namaga, Sp.OG","L","Obgyn",1e+05
"DOC001847","CLN00021","dr. Okta Namaga, Sp.OG","L","Obgyn",1e+05
"DOC001848","CLN00082","dr. Okta Setiawan","L","Umum",50000
"DOC001849","CLN00083","dr. Okta Setiawan","L","Umum",50000
"DOC001850","CLN00081","dr. Okta Wahyudin, Sp.A","L","Anak",80000
"DOC001851","CLN00028","dr. Okto Marpaung, Sp.OG","L","Obgyn",1e+05
"DOC001852","CLN00029","dr. Okto Marpaung, Sp.OG","L","Obgyn",1e+05
"DOC001853","CLN00030","dr. Okto Marpaung, Sp.OG","L","Obgyn",1e+05
"DOC001854","CLN00028","dr. Okto Nashiruddin, Sp.OG","L","Obgyn",1e+05
"DOC001855","CLN00029","dr. Okto Nashiruddin, Sp.OG","L","Obgyn",1e+05
"DOC001856","CLN00030","dr. Okto Nashiruddin, Sp.OG","L","Obgyn",1e+05
"DOC001857","CLN00050","dr. Oliva Widodo","P","Umum",50000
"DOC001858","CLN00083","dr. Oliva Winarsih","P","Umum",50000
"DOC001859","CLN00018","dr. Oman Prasasta, Sp.PD","L","Penyakit Dalam",80000
"DOC001860","CLN00005","dr. Oman Puspita","L","Umum",60000
"DOC001861","CLN00006","dr. Oman Puspita","L","Umum",60000
"DOC001862","CLN00008","dr. Oman Puspita","L","Umum",60000
"DOC001863","CLN00010","dr. Oman Puspita","L","Umum",60000
"DOC001864","CLN00028","dr. Omar Halim, Sp.KK","L","Kulit & Kelamin",80000
"DOC001865","CLN00029","dr. Omar Halim, Sp.KK","L","Kulit & Kelamin",80000
"DOC001866","CLN00030","dr. Omar Halim, Sp.KK","L","Kulit & Kelamin",80000
"DOC001867","CLN00031","dr. Omar Halim, Sp.KK","L","Kulit & Kelamin",80000
"DOC001868","CLN00032","dr. Omar Halim, Sp.KK","L","Kulit & Kelamin",80000
"DOC001869","CLN00059","dr. Omar Salahudin, Sp.KK","L","Kulit & Kelamin",80000
"DOC001870","CLN00060","dr. Omar Salahudin, Sp.KK","L","Kulit & Kelamin",80000
"DOC001871","CLN00061","dr. Omar Salahudin, Sp.KK","L","Kulit & Kelamin",80000
"DOC001872","CLN00002","dr. Oni Kusmawati","P","Umum",50000
"DOC001873","CLN00003","dr. Ophelia Saragih, Sp.PD","P","Penyakit Dalam",80000
"DOC001874","CLN00003","dr. Opung Kuswandari","L","Umum",50000
"DOC001875","CLN00022","dr. Oskar Wacana","L","Umum",50000
"DOC001876","CLN00069","dr. Oskar Wibisono","L","Umum",50000
"DOC001877","CLN00064","dr. Ozy Aryani, Sp.OG","L","Obgyn",1e+05
"DOC001878","CLN00065","dr. Ozy Aryani, Sp.OG","L","Obgyn",1e+05
"DOC001879","CLN00066","dr. Ozy Aryani, Sp.OG","L","Obgyn",1e+05
"DOC001880","CLN00067","dr. Ozy Aryani, Sp.OG","L","Obgyn",1e+05
"DOC001881","CLN00033","dr. Ozy Latupono","L","Umum",60000
"DOC001882","CLN00034","dr. Ozy Latupono","L","Umum",60000
"DOC001883","CLN00035","dr. Ozy Latupono","L","Umum",60000
"DOC001884","CLN00036","dr. Ozy Latupono","L","Umum",60000
"DOC001885","CLN00037","dr. Ozy Latupono","L","Umum",60000
"DOC001886","CLN00039","dr. Ozy Latupono","L","Umum",60000
"DOC001887","CLN00040","dr. Ozy Latupono","L","Umum",60000
"DOC001888","CLN00084","dr. Ozy Melani","L","Umum",50000
"DOC001889","CLN00086","dr. Ozy Melani","L","Umum",50000
"DOC001890","CLN00006","dr. Ozy Waluyo","L","Umum",60000
"DOC001891","CLN00007","dr. Ozy Waluyo","L","Umum",60000
"DOC001892","CLN00008","dr. Ozy Waluyo","L","Umum",60000
"DOC001893","CLN00010","dr. Ozy Waluyo","L","Umum",60000
"DOC001894","CLN00085","dr. Padma Jailani, Sp.A","P","Anak",80000
"DOC001895","CLN00087","dr. Padma Jailani, Sp.A","P","Anak",80000
"DOC001896","CLN00033","dr. Padma Thamrin","P","Umum",60000
"DOC001897","CLN00034","dr. Padma Thamrin","P","Umum",60000
"DOC001898","CLN00035","dr. Padma Thamrin","P","Umum",60000
"DOC001899","CLN00036","dr. Padma Thamrin","P","Umum",60000
"DOC001900","CLN00037","dr. Padma Thamrin","P","Umum",60000
"DOC001901","CLN00039","dr. Padma Thamrin","P","Umum",60000
"DOC001902","CLN00023","dr. Paiman Maheswara, Sp.THT","L","THT",80000
"DOC001903","CLN00024","dr. Paiman Maheswara, Sp.THT","L","THT",80000
"DOC001904","CLN00025","dr. Paiman Maheswara, Sp.THT","L","THT",80000
"DOC001905","CLN00026","dr. Paiman Maheswara, Sp.THT","L","THT",80000
"DOC001906","CLN00027","dr. Paiman Maheswara, Sp.THT","L","THT",80000
"DOC001907","CLN00003","dr. Paiman Zulaika, Sp.KK","L","Kulit & Kelamin",80000
"DOC001908","CLN00004","dr. Paiman Zulaika, Sp.KK","L","Kulit & Kelamin",80000
"DOC001909","CLN00022","dr. Panca Rajasa, Sp.THT","L","THT",80000
"DOC001910","CLN00023","dr. Panca Rajasa, Sp.THT","L","THT",80000
"DOC001911","CLN00024","dr. Panca Rajasa, Sp.THT","L","THT",80000
"DOC001912","CLN00026","dr. Panca Rajasa, Sp.THT","L","THT",80000
"DOC001913","CLN00033","dr. Pangeran Habibi","L","Umum",60000
"DOC001914","CLN00034","dr. Pangeran Habibi","L","Umum",60000
"DOC001915","CLN00035","dr. Pangeran Habibi","L","Umum",60000
"DOC001916","CLN00036","dr. Pangeran Habibi","L","Umum",60000
"DOC001917","CLN00037","dr. Pangeran Habibi","L","Umum",60000
"DOC001918","CLN00038","dr. Pangeran Habibi","L","Umum",60000
"DOC001919","CLN00039","dr. Pangeran Habibi","L","Umum",60000
"DOC001920","CLN00065","dr. Pangeran Rajata","L","Umum",50000
"DOC001921","CLN00064","dr. Paramita Budiyanto","P","Umum",50000
"DOC001922","CLN00066","dr. Paramita Budiyanto","P","Umum",50000
"DOC001923","CLN00067","dr. Paramita Budiyanto","P","Umum",50000
"DOC001924","CLN00042","dr. Paramita Yuliarti","P","Umum",50000
"DOC001925","CLN00043","dr. Paramita Yuliarti","P","Umum",50000
"DOC001926","CLN00048","dr. Paramita Yuliarti","P","Umum",50000
"DOC001927","CLN00025","dr. Pardi Hassanah","L","Umum",50000
"DOC001928","CLN00041","dr. Pardi Lestari, Sp.OG","L","Obgyn",1e+05
"DOC001929","CLN00042","dr. Pardi Lestari, Sp.OG","L","Obgyn",1e+05
"DOC001930","CLN00044","dr. Pardi Lestari, Sp.OG","L","Obgyn",1e+05
"DOC001931","CLN00046","dr. Pardi Lestari, Sp.OG","L","Obgyn",1e+05
"DOC001932","CLN00047","dr. Pardi Lestari, Sp.OG","L","Obgyn",1e+05
"DOC001933","CLN00048","dr. Pardi Lestari, Sp.OG","L","Obgyn",1e+05
"DOC001934","CLN00049","dr. Pardi Lestari, Sp.OG","L","Obgyn",1e+05
